SG_PARTIDO,DS_GASTO_NIVEL1,VR_GASTO
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,505
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,500
MDB,MATERIAL DE CONSUMO,672.5
MDB,OUTRAS DESPESAS GERAIS,560
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,2730
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,741.3
MDB,TRANSPORTES E VIAGENS,933.66
MDB,MATERIAL DE CONSUMO,125.9
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,127
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,10
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,339
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,140
MDB,ENERGIA ELÉTRICA,1554.87
MDB,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,350
MDB,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,350
MDB,LANCHES E REFEIÇÕES,111
MDB,ENERGIA ELÉTRICA,32.01
MDB,TRANSPORTES E VIAGENS,150
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,171
MDB,ENERGIA ELÉTRICA,162.83
MDB,OUTRAS DESPESAS GERAIS,300
MDB,OUTRAS DESPESAS GERAIS,740
MDB,MATERIAL DE CONSUMO,187.7
MDB,TRANSPORTES E VIAGENS,3147.88
MDB,MATERIAL DE CONSUMO,1189
MDB,ENERGIA ELÉTRICA,1341.57
MDB,ENERGIA ELÉTRICA,24.58
MDB,ATIVO PERMANENTE,23763
MDB,TRANSPORTES E VIAGENS,4518.49
MDB,TRANSPORTES E VIAGENS,4742
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,541.5
MDB,MATERIAL DE CONSUMO,39.9
MDB,TRANSPORTES E VIAGENS,239.34
MDB,TRANSPORTES E VIAGENS,200
MDB,ENERGIA ELÉTRICA,1107.29
MDB,TRANSPORTES E VIAGENS,2422.52
MDB,TRANSPORTES E VIAGENS,2358.65
MDB,MATERIAL DE CONSUMO,324.65
MDB,MATERIAL DE CONSUMO,1104.47
MDB,MATERIAL DE CONSUMO,199
MDB,ATIVO PERMANENTE,6260
MDB,ATIVO PERMANENTE,2600
MDB,MATERIAL DE CONSUMO,80
MDB,MATERIAL DE CONSUMO,80
MDB,MATERIAL DE CONSUMO,1950
MDB,TRANSPORTES E VIAGENS,150
MDB,TRANSPORTES E VIAGENS,378.98
MDB,LANCHES E REFEIÇÕES,52
MDB,MATERIAL DE CONSUMO,340
MDB,TRANSPORTES E VIAGENS,1437.15
MDB,CONVENÇÕES PARTIDÃRIAS,15000
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,470
MDB,PRODUÇÃO DE AUDIOVISUAIS,2955
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,160
MDB,MATERIAL DE CONSUMO,250
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,200
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,160
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,40
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,498
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,7580
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2896
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2896
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2896
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2896
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2896
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2896
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2896
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,80
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,550
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,3150
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,350
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2896
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2896
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2896
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2896
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2896
MDB,CONVENÇÕES PARTIDÃRIAS,19800
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,876.75
MDB,MATERIAL DE CONSUMO,39.9
MDB,MATERIAL DE CONSUMO,300
MDB,TRANSPORTES E VIAGENS,380
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,800
MDB,PESSOAL,60
MDB,PESSOAL,30
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1155
MDB,TRANSPORTES E VIAGENS,1686.32
MDB,TRANSPORTES E VIAGENS,1939.57
MDB,TRANSPORTES E VIAGENS,2030.52
MDB,TRANSPORTES E VIAGENS,816.5
MDB,TRANSPORTES E VIAGENS,2204.12
MDB,TRANSPORTES E VIAGENS,5338.42
MDB,TRANSPORTES E VIAGENS,2104.24
MDB,DESPESAS FINANCEIRAS,0
MDB,DESPESAS FINANCEIRAS,0
MDB,DESPESAS FINANCEIRAS,0
MDB,DESPESAS FINANCEIRAS,0
MDB,DESPESAS FINANCEIRAS,0
MDB,TRANSFERÃŠNCIAS FINANCEIRAS EFETUADAS,1000
MDB,TRANSFERÃŠNCIAS FINANCEIRAS EFETUADAS,1000
MDB,CONVENÇÕES PARTIDÃRIAS,4000
MDB,MATERIAL DE CONSUMO,84
MDB,MATERIAL DE CONSUMO,126
MDB,OUTRAS DESPESAS GERAIS,280
MDB,MATERIAL DE CONSUMO,70
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1600
MDB,PRODUÇÃO DE AUDIOVISUAIS,2955
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,6500
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,6500
MDB,EVENTOS PROMOCIONAIS,1500
MDB,PRODUÇÃO DE AUDIOVISUAIS,3000
MDB,EVENTOS PROMOCIONAIS,8750
MDB,PRODUÇÃO DE AUDIOVISUAIS,3000
MDB,PRODUÇÃO DE AUDIOVISUAIS,3000
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,6500
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,6500
MDB,DESPESAS FINANCEIRAS,0
MDB,DESPESAS FINANCEIRAS,0
MDB,DESPESAS FINANCEIRAS,0
MDB,DESPESAS FINANCEIRAS,0
MDB,DESPESAS FINANCEIRAS,0
MDB,DESPESAS FINANCEIRAS,0
MDB,DESPESAS FINANCEIRAS,0
MDB,TRANSFERÃŠNCIAS FINANCEIRAS EFETUADAS,1500
MDB,ASSINATURAS E AQUISIÇÕES DE PERIÓDICOS,481.5
MDB,DESPESAS FINANCEIRAS,0
MDB,TRIBUTOS,616.54
MDB,SEGURANÇA E VIGILÃ‚NCIA,207.8
MDB,TRIBUTOS,195.23
MDB,MATERIAL DE CONSUMO,35
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,2879.96
MDB,OUTRAS DESPESAS GERAIS,280
MDB,OUTRAS DESPESAS GERAIS,280
MDB,EVENTOS PROMOCIONAIS,1400
MDB,MATERIAL DE CONSUMO,175
MDB,MATERIAL DE CONSUMO,70
MDB,ALUGUÉIS E CONDOMÍNIOS,1000
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,6500
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,6500
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,6500
MDB,PRODUÇÃO DE AUDIOVISUAIS,3000
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,300
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,486.6
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,438
MDB,EVENTOS PROMOCIONAIS,450
MDB,PRODUÇÃO DE AUDIOVISUAIS,2955
MDB,PRODUÇÃO DE AUDIOVISUAIS,2955
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,80
MDB,PROPAGANDA E PUBLICIDADE,2955
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,200
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,3071
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,120
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,180
MDB,PRODUÇÃO DE AUDIOVISUAIS,1105.64
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,4850.78
MDB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1550
MDB,SERVIÇOS TÉCNICO-PROFISSIONAIS,80
PSB,ALUGUÉIS E CONDOMÍNIOS,600
PSB,ALUGUÉIS E CONDOMÍNIOS,6600
PSB,ALUGUÉIS E CONDOMÍNIOS,6600
PSB,ALUGUÉIS E CONDOMÍNIOS,4000
PSB,ALUGUÉIS E CONDOMÍNIOS,6600
PSB,ALUGUÉIS E CONDOMÍNIOS,6600
PSB,ALUGUÉIS E CONDOMÍNIOS,5000
PSB,MATERIAL DE CONSUMO,154
PSB,MATERIAL DE CONSUMO,220
PSB,MATERIAL DE CONSUMO,942
PSB,TRANSPORTES E VIAGENS,15000
PSB,MATERIAL DE CONSUMO,570
PSB,ALUGUÉIS E CONDOMÍNIOS,2700
PSB,EVENTOS PROMOCIONAIS,3750
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,1300
PSB,OUTRAS DESPESAS GERAIS,2960
PSB,MATERIAL DE CONSUMO,2200
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,80
PSB,MATERIAL DE CONSUMO,3800
PSB,MATERIAL DE CONSUMO,48980
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,140
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,100
PSB,MATERIAL DE CONSUMO,2196
PSB,ALUGUÉIS E CONDOMÍNIOS,700
PSB,ALUGUÉIS E CONDOMÍNIOS,700
PSB,MATERIAL DE CONSUMO,425
PSB,MATERIAL DE CONSUMO,480
PSB,PROPAGANDA E PUBLICIDADE,300
PSB,ALUGUÉIS E CONDOMÍNIOS,1100
PSB,CONVENÇÕES PARTIDÃRIAS,5100
PSB,ATIVO PERMANENTE,346.75
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,450
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,730
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,650
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,450
PSB,MATERIAL DE CONSUMO,302.5
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,450
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,450
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,450
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,450
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,450
PSB,MATERIAL DE CONSUMO,132
PSB,TRANSPORTES E VIAGENS,15000
PSB,MATERIAL DE CONSUMO,443.36
PSB,MATERIAL DE CONSUMO,8500
PSB,OUTROS MATERIAIS PARA COMERCIALIZAÇÃO / DISTRIBUIÇÃO,4000
PSB,TRANSPORTES E VIAGENS,21139.14
PSB,PUBLICAÇÕES,112
PSB,PUBLICAÇÕES,320
PSB,TRIBUTOS,4265.42
PSB,ENERGIA ELÉTRICA,660.76
PSB,PESSOAL,140
PSB,PESSOAL,140
PSB,PESSOAL,140
PSB,PESSOAL,140
PSB,TELECOMUNICAÇÕES E INTERNET,176.98
PSB,TELECOMUNICAÇÕES E INTERNET,196.66
PSB,ÁGUA E ESGOTO,126.53
PSB,TELECOMUNICAÇÕES E INTERNET,381.65
PSB,TELECOMUNICAÇÕES E INTERNET,205.55
PSB,TELECOMUNICAÇÕES E INTERNET,381.4
PSB,TRANSPORTES E VIAGENS,2824
PSB,TELECOMUNICAÇÕES E INTERNET,175.36
PSB,ENERGIA ELÉTRICA,790.67
PSB,TELECOMUNICAÇÕES E INTERNET,194.91
PSB,ALUGUÉIS E CONDOMÍNIOS,7000
PSB,TELECOMUNICAÇÕES E INTERNET,381.65
PSB,TRANSPORTES E VIAGENS,2824
PSB,MATERIAL DE CONSUMO,328.55
PSB,TELECOMUNICAÇÕES E INTERNET,381.03
PSB,ENERGIA ELÉTRICA,626.14
PSB,ENERGIA ELÉTRICA,772.58
PSB,ÁGUA E ESGOTO,130.22
PSB,SEGURANÇA E VIGILÃ‚NCIA,250
PSB,ENERGIA ELÉTRICA,741.62
PSB,SEMINÃRIOS,2000
PSB,SERVIÇOS POSTAIS,60.9
PSB,SEGURANÇA E VIGILÃ‚NCIA,250
PSB,SEGURANÇA E VIGILÃ‚NCIA,250
PSB,SEGURANÇA E VIGILÃ‚NCIA,250
PSB,TELECOMUNICAÇÕES E INTERNET,177.01
PSB,SEGURANÇA E VIGILÃ‚NCIA,250
PSB,ÁGUA E ESGOTO,263.64
PSB,PESSOAL,140
PSB,ALUGUÉIS E CONDOMÍNIOS,2700
PSB,PESSOAL,140
PSB,EVENTOS PROMOCIONAIS,250
PSB,SEGURANÇA E VIGILÃ‚NCIA,250
PSB,TELECOMUNICAÇÕES E INTERNET,381.4
PSB,ÁGUA E ESGOTO,67.37
PSB,ALUGUÉIS E CONDOMÍNIOS,2050
PSB,ALUGUÉIS E CONDOMÍNIOS,1800
PSB,ALUGUÉIS E CONDOMÍNIOS,1200
PSB,ALUGUÉIS E CONDOMÍNIOS,3500
PSB,ALUGUÉIS E CONDOMÍNIOS,3500
PSB,ALUGUÉIS E CONDOMÍNIOS,30000
PSB,ALUGUÉIS E CONDOMÍNIOS,40000
PSB,ALUGUÉIS E CONDOMÍNIOS,20000
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,ALUGUÉIS E CONDOMÍNIOS,6600
PSB,PESSOAL,140
PSB,PESSOAL,2641
PSB,EVENTOS PROMOCIONAIS,1100
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2500
PSB,SERVIÇOS DE LIMPEZA,500
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,PESSOAL,2630
PSB,SERVIÇOS DE LIMPEZA,500
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,PESSOAL,2630
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,CONVENÇÕES PARTIDÃRIAS,2500
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,ALUGUÉIS E CONDOMÍNIOS,3000
PSB,ALUGUÉIS E CONDOMÍNIOS,6600
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,2500
PSB,SERVIÇOS DE LIMPEZA,500
PSB,ALUGUÉIS E CONDOMÍNIOS,6600
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,PESSOAL,2630
PSB,SEMINÃRIOS,2000
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,PESSOAL,5260
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,834
PSB,PESSOAL,2501.79
PSB,SEMINÃRIOS,1000
PSB,ALUGUÉIS E CONDOMÍNIOS,3000
PSB,ALUGUÉIS E CONDOMÍNIOS,3000
PSB,ALUGUÉIS E CONDOMÍNIOS,3000
PSB,SERVIÇOS DE LIMPEZA,500
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,9.35
PSB,DESPESAS FINANCEIRAS,4.6
PSB,PESSOAL,240
PSB,PESSOAL,30
PSB,DESPESAS FINANCEIRAS,99
PSB,DESPESAS FINANCEIRAS,2.5
PSB,PESSOAL,30
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,2.5
PSB,PESSOAL,320
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,11.6
PSB,DESPESAS FINANCEIRAS,11.75
PSB,DESPESAS FINANCEIRAS,5.8
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,4.6
PSB,PESSOAL,253.2
PSB,PESSOAL,29
PSB,PESSOAL,1422.6
PSB,DESPESAS FINANCEIRAS,4.7
PSB,DESPESAS FINANCEIRAS,27.78
PSB,DESPESAS FINANCEIRAS,5.8
PSB,DESPESAS FINANCEIRAS,43.4
PSB,DESPESAS FINANCEIRAS,5.8
PSB,DESPESAS FINANCEIRAS,43.4
PSB,DESPESAS FINANCEIRAS,4.7
PSB,DESPESAS FINANCEIRAS,43.4
PSB,DESPESAS FINANCEIRAS,2.9
PSB,DESPESAS FINANCEIRAS,7.5
PSB,DESPESAS FINANCEIRAS,48
PSB,DESPESAS FINANCEIRAS,784.46
PSB,PESSOAL,240
PSB,PESSOAL,40
PSB,PESSOAL,560
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,11.6
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,27.78
PSB,DESPESAS FINANCEIRAS,7.05
PSB,DESPESAS FINANCEIRAS,48
PSB,PESSOAL,30
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,10
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,2.9
PSB,DESPESAS FINANCEIRAS,48
PSB,DESPESAS FINANCEIRAS,2.5
PSB,PESSOAL,240
PSB,PESSOAL,1422.6
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,43.4
PSB,DESPESAS FINANCEIRAS,22
PSB,PESSOAL,3012.55
PSB,PESSOAL,240
PSB,PESSOAL,1422.6
PSB,DESPESAS FINANCEIRAS,7.26
PSB,DESPESAS FINANCEIRAS,64
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,12.5
PSB,DESPESAS FINANCEIRAS,4.6
PSB,PESSOAL,240
PSB,PESSOAL,40
PSB,PESSOAL,30
PSB,TRIBUTOS,874.66
PSB,PESSOAL,1515.6
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,4.7
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,5
PSB,PESSOAL,240
PSB,PESSOAL,1515.6
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,66
PSB,DESPESAS FINANCEIRAS,2.5
PSB,PESSOAL,240
PSB,PESSOAL,1515.6
PSB,DESPESAS FINANCEIRAS,4.7
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,16.45
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,10
PSB,PESSOAL,80
PSB,PESSOAL,2649.6
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,2.5
PSB,PESSOAL,224.88
PSB,PESSOAL,28.11
PSB,DESPESAS FINANCEIRAS,4.7
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,14.66
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,7.05
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,7.05
PSB,DESPESAS FINANCEIRAS,7.5
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,5
PSB,DESPESAS FINANCEIRAS,4.7
PSB,DESPESAS FINANCEIRAS,11.75
PSB,DESPESAS FINANCEIRAS,7.5
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,4.6
PSB,TRIBUTOS,879.55
PSB,DESPESAS FINANCEIRAS,870.03
PSB,DESPESAS FINANCEIRAS,64
PSB,DESPESAS FINANCEIRAS,10
PSB,DESPESAS FINANCEIRAS,66
PSB,DESPESAS FINANCEIRAS,7.5
PSB,DESPESAS FINANCEIRAS,2.95
PSB,DESPESAS FINANCEIRAS,32
PSB,DESPESAS FINANCEIRAS,5
PSB,DESPESAS FINANCEIRAS,55
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,7.05
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,7.05
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,5
PSB,DESPESAS FINANCEIRAS,2.5
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,2.95
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,4.6
PSB,DESPESAS FINANCEIRAS,42
PSB,DESPESAS FINANCEIRAS,43.4
PSB,DESPESAS FINANCEIRAS,43.4
PSB,DESPESAS FINANCEIRAS,43.4
PSB,DESPESAS FINANCEIRAS,48
PSB,DESPESAS FINANCEIRAS,0.7
PSB,DESPESAS FINANCEIRAS,43.4
PSB,DESPESAS FINANCEIRAS,43.4
PSB,DESPESAS FINANCEIRAS,48
PSB,DESPESAS FINANCEIRAS,48
PSB,DESPESAS FINANCEIRAS,4.35
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,4.7
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,2.35
PSB,DESPESAS FINANCEIRAS,64
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,30
PSB,DESPESAS FINANCEIRAS,146.84
PSB,TRANSFERÃŠNCIAS FINANCEIRAS EFETUADAS,500
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,700
PSB,ALUGUÉIS E CONDOMÍNIOS,6600
PSB,ALUGUÉIS E CONDOMÍNIOS,2300
PSB,ALUGUÉIS E CONDOMÍNIOS,7000
PSB,MATERIAL DE CONSUMO,422.5
PSB,MATERIAL DE CONSUMO,572
PSB,MATERIAL DE CONSUMO,12600
PSB,MATERIAL DE CONSUMO,1100
PSB,MATERIAL DE CONSUMO,5250
PSB,MATERIAL DE CONSUMO,1025
PSB,MATERIAL DE CONSUMO,4200
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,150
PSB,MATERIAL DE CONSUMO,4200
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,100
PSB,MATERIAL DE CONSUMO,100
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,190
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,635
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,100
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,500
PSB,LANCHES E REFEIÇÕES,416
PSB,ALUGUÉIS E CONDOMÍNIOS,700
PSB,MATERIAL DE CONSUMO,146
PSB,MATERIAL DE CONSUMO,350.46
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,550
PSB,ATIVO PERMANENTE,1156
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,1000
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,450
PSB,EVENTOS PROMOCIONAIS,1500
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,4000
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,1600
PSB,MATERIAL DE CONSUMO,440
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,450
PSB,MATERIAL DE CONSUMO,272
PSB,ENERGIA ELÉTRICA,591.35
PSB,TELECOMUNICAÇÕES E INTERNET,174.71
PSB,PESSOAL,140
PSB,PESSOAL,140
PSB,PESSOAL,140
PSB,TELECOMUNICAÇÕES E INTERNET,373.45
PSB,ÁGUA E ESGOTO,133.44
PSB,TELECOMUNICAÇÕES E INTERNET,381.65
PSB,TELECOMUNICAÇÕES E INTERNET,195.85
PSB,ENERGIA ELÉTRICA,656.77
PSB,TELECOMUNICAÇÕES E INTERNET,381.65
PSB,ALUGUÉIS E CONDOMÍNIOS,30000
PSB,ALUGUÉIS E CONDOMÍNIOS,13400
PSB,TELECOMUNICAÇÕES E INTERNET,223.67
PSB,TELECOMUNICAÇÕES E INTERNET,381.15
PSB,ÁGUA E ESGOTO,130.22
PSB,ENERGIA ELÉTRICA,473.84
PSB,TELECOMUNICAÇÕES E INTERNET,225.65
PSB,ENERGIA ELÉTRICA,722.26
PSB,ENERGIA ELÉTRICA,653.1
PSB,TELECOMUNICAÇÕES E INTERNET,201.24
PSB,ALUGUÉIS E CONDOMÍNIOS,650
PSB,ENERGIA ELÉTRICA,273.51
PSB,ÁGUA E ESGOTO,127.51
PSB,DESPESAS FINANCEIRAS,4.7
PSB,ENERGIA ELÉTRICA,724.03
PSB,ENERGIA ELÉTRICA,660.22
PSB,SEGURANÇA E VIGILÃ‚NCIA,250
PSB,SEGURANÇA E VIGILÃ‚NCIA,250
PSB,TRANSPORTES E VIAGENS,1779
PSB,ÁGUA E ESGOTO,256.15
PSB,ÁGUA E ESGOTO,260.44
PSB,SEGURANÇA E VIGILÃ‚NCIA,250
PSB,PESSOAL,140
PSB,PESSOAL,140
PSB,SEGURANÇA E VIGILÃ‚NCIA,250
PSB,TRANSPORTES E VIAGENS,1804
PSB,TRANSPORTES E VIAGENS,1804
PSB,MATERIAL DE CONSUMO,180
PSB,SEGURANÇA E VIGILÃ‚NCIA,250
PSB,SEGURANÇA E VIGILÃ‚NCIA,250
PSB,SERVIÇOS CARTORÃRIOS,267.12
PSB,ENERGIA ELÉTRICA,289.28
PSB,ENERGIA ELÉTRICA,516.45
PSB,TELECOMUNICAÇÕES E INTERNET,381.4
PSB,MANUTENÇÃO, CONSERVAÇÃO E REPAROS DE BENS,325
PSB,ÁGUA E ESGOTO,130.22
PSB,ALUGUÉIS E CONDOMÍNIOS,2000
PSB,TELECOMUNICAÇÕES E INTERNET,373.45
PSB,ALUGUÉIS E CONDOMÍNIOS,20000
PSB,TELECOMUNICAÇÕES E INTERNET,549.16
PSB,TELECOMUNICAÇÕES E INTERNET,388.61
PSB,PESSOAL,3410
PSB,SEMINÃRIOS,2000
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,850
PSB,SERVIÇOS DE LIMPEZA,400
PSB,PESSOAL,2641
PSB,ALUGUÉIS E CONDOMÍNIOS,6600
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
PSB,SERVIÇOS DE LIMPEZA,400
PSB,PESSOAL,2630
PSB,SERVIÇOS TÉCNICO-PROFISSIONAIS,954
